"token","referral","creationDate","lastUpdate","status","P1","S4","F2","A1","R3","P3","S1","D1","F1","A4","A2","D4","S2","A3","R2","D2","F3","R1","P2","S3","D3","F4","P4","R4","age","gender","countryOfOrigin_value","countryOfOrigin_label","hexadType_philanthropist","hexadType_socializer","hexadType_freeSpirit","hexadType_achiever","hexadType_player","hexadType_disruptor","hexadType_percentage_philanthropist","hexadType_percentage_socializer","hexadType_percentage_freeSpirit","hexadType_percentage_achiever","hexadType_percentage_player","hexadType_percentage_disruptor"
"e24ef1e4-f7d3-432c-9538-e563f2bd1064","facebook","2022-01-11T01:08:18.277Z","2022-01-11T01:09:55.224Z","final",7,4,5,6,7,6,5,2,5,6,7,2,5,6,5,3,6,6,6,3,2,2,6,4,28,"male","ca","Canada",25,17,18,25,22,9,89.29,60.71,64.29,89.29,78.57,32.14
"db4c0c89-f3ff-4d45-87c6-260a0f4e8ec5","facebook","2022-01-11T01:08:55.365Z","2022-01-11T01:10:10.728Z","final",7,3,6,7,6,7,5,5,6,7,6,4,6,7,6,6,7,7,6,6,6,7,7,7,22,,"nz","New Zealand",27,20,26,27,26,21,96.43,71.43,92.86,96.43,92.86,75.0
"1a82a6ea-66d7-462e-9423-32e9f1a090da","facebook","2022-01-11T01:09:02.642Z","2022-01-11T01:10:30.452Z","final",6,2,4,5,4,5,4,3,4,5,4,4,2,3,7,4,6,2,5,3,1,5,6,6,20,"female","gb","United Kingdom of Great Britain and Northern Ireland",22,11,19,17,19,12,78.57,39.29,67.86,60.71,67.86,42.86
"4afad460-6491-4784-bcf6-8f792481478a","facebook","2022-01-11T01:17:32.706Z","2022-01-11T01:18:54.680Z","final",7,7,7,7,6,5,7,2,3,5,6,3,7,5,7,2,1,4,6,7,6,5,7,7,37,"female","us","United States of America",25,28,16,23,24,13,89.29,100.0,57.14,82.14,85.71,46.43
"17e15453-06c5-4e42-ac2d-563306731795","facebook","2022-01-11T01:38:39.182Z","2022-01-11T01:40:30.897Z","final",6,6,6,3,5,6,5,5,4,6,4,3,5,5,6,4,4,5,6,5,3,6,5,6,,"female",,,23,21,20,18,22,15,82.14,75.0,71.43,64.29,78.57,53.57
"02487c09-dcab-40ba-b871-17525bd397d9","facebook","2022-01-11T01:38:43.054Z","2022-01-11T01:40:08.438Z","final",6,7,7,7,7,6,3,3,6,7,6,3,6,6,7,6,6,7,6,6,6,5,5,6,,"male",,,23,22,24,26,27,18,82.14,78.57,85.71,92.86,96.43,64.29
"6178f17e-5767-4df4-b142-c59a9c466972","facebook","2022-01-11T01:40:42.498Z","2022-01-11T01:42:27.028Z","final",7,3,5,7,6,7,1,1,6,7,7,4,4,6,6,7,5,1,6,3,1,1,6,7,29,"male","us","United States of America",26,11,17,27,20,13,92.86,39.29,60.71,96.43,71.43,46.43
"70d19ac2-e578-41fa-87a2-716c6e1fe45e","facebook","2022-01-11T01:43:59.419Z","2022-01-11T01:45:06.051Z","final",4,5,7,7,6,5,5,6,7,7,7,4,5,6,7,7,7,7,4,5,4,6,4,7,35,"female","nz","New Zealand",17,20,27,27,27,21,60.71,71.43,96.43,96.43,96.43,75.0
"c3c93e61-a5da-41e1-9cd7-a8c9470e3e7e","facebook","2022-01-11T02:02:04.391Z","2022-01-11T02:03:15.758Z","final",7,4,6,6,5,5,2,2,6,7,5,3,4,5,6,5,6,1,7,4,3,5,7,5,,,,,26,14,23,23,17,13,92.86,50.0,82.14,82.14,60.71,46.43
"0721375a-ba2e-4304-b274-102e21fdf48c","facebook","2022-01-11T02:11:38.191Z","2022-01-11T02:14:23.051Z","final",6,4,6,7,4,5,5,3,6,7,7,3,5,7,6,6,7,5,5,5,4,6,6,6,16,"female","au","Australia",22,19,25,28,21,16,78.57,67.86,89.29,100.0,75.0,57.14
"45296f36-b9ae-44c6-b6e6-53335ed233e0","facebook","2022-01-11T02:31:56.816Z","2022-01-11T02:33:51.390Z","final",6,4,7,6,7,6,5,1,7,7,7,2,4,7,6,4,7,4,5,7,4,6,7,7,26,"male","au","Australia",24,20,27,27,24,11,85.71,71.43,96.43,96.43,85.71,39.29
"415256f8-5f3b-4300-aeff-8a846e09a6cc","facebook","2022-01-11T02:32:37.365Z","2022-01-11T02:34:40.181Z","final",7,2,7,6,7,7,4,1,6,7,7,2,5,7,7,3,7,5,6,4,1,5,7,6,38,"female","us","United States of America",27,15,25,27,25,7,96.43,53.57,89.29,96.43,89.29,25.0
"d5badf20-07d4-4f08-9e77-c9e64843698b","facebook","2022-01-11T02:42:38.661Z","2022-01-11T02:44:21.775Z","final",6,5,6,4,4,6,4,1,5,4,4,2,5,4,4,6,7,3,5,3,4,4,4,5,28,"female","ca","Canada",21,17,22,16,16,13,75.0,60.71,78.57,57.14,57.14,46.43
"fa28cdf5-9248-4c77-b96d-49e675475996","facebook","2022-01-11T03:30:04.172Z","2022-01-11T03:37:11.165Z","final",6,7,7,6,3,7,6,7,6,6,6,6,7,6,3,5,4,4,5,5,6,6,5,4,21,"other","ca","Canada",23,25,23,24,14,24,82.14,89.29,82.14,85.71,50.0,85.71
"bdc76513-d3be-41bb-8324-5274dcc654b4","none","2022-01-11T08:05:21.947Z","2022-01-11T08:07:14.238Z","final",7,6,6,6,3,6,7,3,3,5,6,2,7,2,7,2,2,6,6,6,2,6,7,7,31,"female","gb","United Kingdom of Great Britain and Northern Ireland",26,26,17,19,23,9,92.86,92.86,60.71,67.86,82.14,32.14
"c560f0da-36df-41a3-a980-986625b34267","facebook","2022-01-11T09:04:55.712Z","2022-01-11T09:06:20.803Z","final",6,6,2,5,5,6,6,1,7,5,5,6,5,6,6,1,7,5,5,5,1,5,6,5,27,"female","gb","United Kingdom of Great Britain and Northern Ireland",23,22,21,21,21,9,82.14,78.57,75.0,75.0,75.0,32.14
"9017f85c-8b17-4894-9a3e-19e79dfa1376","facebook","2022-01-11T10:26:58.702Z","2022-01-11T10:31:28.852Z","final",7,7,6,7,6,5,7,6,5,7,7,5,6,7,5,5,7,4,6,6,2,6,6,7,28,"male","au","Australia",24,26,24,28,22,18,85.71,92.86,85.71,100.0,78.57,64.29
"1c87ba52-0491-467e-934f-dc260af93cff","facebook","2022-01-11T16:56:38.710Z","2022-01-11T16:57:44.898Z","final",7,5,7,5,3,7,5,6,6,7,5,4,5,6,7,5,5,5,6,7,4,7,7,5,23,"male","gb","United Kingdom of Great Britain and Northern Ireland",27,22,25,23,20,19,96.43,78.57,89.29,82.14,71.43,67.86
"e7a70fde-8b7e-4fa1-ac0f-c5ed158b04a0","facebook","2022-01-11T19:15:41.286Z","2022-01-11T19:21:46.061Z","final",5,6,7,6,5,5,5,2,7,7,6,3,3,5,2,6,4,2,2,3,5,6,7,3,22,"male",,,19,17,24,24,12,16,67.86,60.71,85.71,85.71,42.86,57.14
"2ad03ecc-b0e0-4f15-b45d-62d6f0a8b552","facebook","2022-01-12T01:43:48.542Z","2022-01-12T01:45:13.640Z","final",6,4,6,5,4,7,4,6,7,6,6,4,4,6,7,4,6,6,5,6,5,6,7,6,16,"other","au","Australia",25,18,25,23,23,19,89.29,64.29,89.29,82.14,82.14,67.86
"4bdfbb88-887d-40b1-b659-cb1b758e8386","prolific","2022-01-17T06:46:30.022Z","2022-01-17T06:47:28.080Z","final",7,6,5,6,7,6,4,4,5,7,7,3,5,7,7,4,6,7,6,6,2,5,6,6,19,"female","ca","Canada",25,21,21,27,27,13,89.29,75.0,75.0,96.43,96.43,46.43
"ce7c6f39-f33a-4b92-b88b-4cd5cedb42c4","prolific","2022-01-17T06:46:44.304Z","2022-01-17T06:48:41.989Z","final",6,2,6,7,6,7,7,2,7,7,7,6,5,6,7,7,6,7,6,7,5,6,5,7,34,"female","gb","United Kingdom of Great Britain and Northern Ireland",24,21,25,27,27,20,85.71,75.0,89.29,96.43,96.43,71.43
"675ebf4c-9c10-470c-a5b4-ae30ca94fa5b","prolific","2022-01-17T06:47:29.003Z","2022-01-17T06:48:54.719Z","final",7,2,6,4,7,6,5,1,5,5,4,1,6,7,7,4,6,3,7,5,3,6,7,7,26,"female","us","United States of America",27,18,23,20,24,9,96.43,64.29,82.14,71.43,85.71,32.14
"6a1753ff-e0b2-4115-952c-ca8d22b56475","prolific","2022-01-17T06:47:47.865Z","2022-01-17T06:49:36.586Z","final",7,4,6,4,4,5,4,5,6,5,3,4,6,5,6,6,5,5,6,7,5,6,7,6,38,"female","ca","Canada",25,21,23,17,21,20,89.29,75.0,82.14,60.71,75.0,71.43
"741c8725-4beb-4265-b861-71daaca0361d","prolific","2022-01-17T06:47:52.276Z","2022-01-17T06:49:05.005Z","final",7,6,7,7,6,6,7,5,5,6,6,4,6,7,7,6,7,6,6,7,4,7,7,6,25,"female","au","Australia",26,26,26,26,25,19,92.86,92.86,92.86,92.86,89.29,67.86
"3c5abcac-9454-47b6-ab88-cc8c6b01df01","prolific","2022-01-17T06:47:55.823Z","2022-01-17T06:49:41.782Z","final",6,4,7,7,4,6,6,4,7,7,7,6,6,7,6,7,7,7,7,4,4,7,7,7,53,,"gb","United Kingdom of Great Britain and Northern Ireland",26,20,28,28,24,21,92.86,71.43,100.0,100.0,85.71,75.0
"f571cb47-1e52-49c6-a4c9-7efcda1600f2","prolific","2022-01-17T06:49:07.786Z","2022-01-17T06:50:23.988Z","final",4,1,6,6,6,4,5,5,6,7,6,6,2,7,6,6,7,6,4,4,6,6,4,7,38,"male","gb","United Kingdom of Great Britain and Northern Ireland",16,12,25,26,25,23,57.14,42.86,89.29,92.86,89.29,82.14
"e844a0fa-a676-4f74-aaae-7700266fb6a9","prolific","2022-01-17T06:49:19.593Z","2022-01-17T06:50:33.057Z","final",7,6,7,2,7,7,3,3,7,5,6,2,5,7,7,7,6,1,7,7,2,6,7,7,21,"female","us","United States of America",28,21,26,20,22,14,100.0,75.0,92.86,71.43,78.57,50.0
"b0240df6-5360-4167-b3f3-f78d556fd032","prolific","2022-01-17T06:49:44.181Z","2022-01-17T06:50:30.332Z","final",6,5,6,5,6,6,6,7,6,6,6,2,6,6,7,5,7,6,6,6,6,6,6,6,22,"male","us","United States of America",24,23,25,23,25,20,85.71,82.14,89.29,82.14,89.29,71.43
"d9d1bbe7-be39-4db8-889a-2ec3ed51a8d4","prolific","2022-01-17T06:50:08.566Z","2022-01-17T06:51:01.939Z","final",6,3,7,6,5,6,2,1,6,5,5,3,3,5,5,5,6,6,5,5,3,6,6,7,36,"female","au","Australia",23,13,25,21,23,12,82.14,46.43,89.29,75.0,82.14,42.86
"8b2f53a1-884e-40cc-b944-a12e66dd6ed3","prolific","2022-01-17T06:50:09.104Z","2022-01-17T06:51:29.993Z","final",6,4,7,6,5,6,5,2,6,6,6,5,5,5,6,6,6,6,6,5,5,5,6,6,46,"male","au","Australia",24,19,24,23,23,18,85.71,67.86,85.71,82.14,82.14,64.29
"b9cd97a1-17b6-42d2-b411-7c30b118d5fc","prolific","2022-01-17T06:50:32.738Z","2022-01-17T06:51:27.228Z","final",6,4,6,7,4,5,3,4,6,7,6,4,4,6,7,6,7,6,5,3,4,5,5,6,26,"male","us","United States of America",21,14,24,26,23,18,75.0,50.0,85.71,92.86,82.14,64.29
"d3d364b7-eb3e-48df-b101-67db625cdb06","prolific","2022-01-17T06:50:57.045Z","2022-01-17T06:52:29.532Z","final",6,3,5,7,7,6,4,2,4,5,6,2,6,6,5,2,6,4,5,5,2,4,5,7,55,"male","gb","United Kingdom of Great Britain and Northern Ireland",22,18,19,24,23,8,78.57,64.29,67.86,85.71,82.14,28.57
"f3098696-db98-4e0e-bdb4-d1054e99bab0","prolific","2022-01-17T06:51:08.001Z","2022-01-17T06:53:40.172Z","final",7,7,6,5,5,7,7,4,7,7,6,3,7,7,6,6,7,4,6,7,3,6,7,4,18,"female","gb","United Kingdom of Great Britain and Northern Ireland",27,28,26,25,19,16,96.43,100.0,92.86,89.29,67.86,57.14
"59fa2148-3039-4bb6-b6b5-f57e4b11bbd4","prolific","2022-01-17T06:51:16.214Z","2022-01-17T06:55:09.040Z","final",6,5,6,4,7,5,4,4,6,6,6,5,5,5,6,7,6,6,5,5,3,7,6,6,18,"female","us","United States of America",22,19,25,21,25,19,78.57,67.86,89.29,75.0,89.29,67.86
"9fc280b2-5fd2-4860-8d4b-88606b8bf128","prolific","2022-01-17T06:51:30.115Z","2022-01-17T06:53:12.555Z","final",6,5,5,5,4,5,5,2,6,6,5,2,5,6,6,5,6,6,5,5,3,5,5,6,50,"female","gb","United Kingdom of Great Britain and Northern Ireland",21,20,22,22,22,12,75.0,71.43,78.57,78.57,78.57,42.86
"3ac9f3bb-99cd-45b3-881d-3b5ed239682f","prolific","2022-01-17T06:51:31.505Z","2022-01-17T06:53:14.065Z","final",7,5,7,7,7,7,6,1,7,7,7,6,6,7,7,6,7,7,6,7,1,5,7,6,25,,"us","United States of America",27,24,26,28,27,14,96.43,85.71,92.86,100.0,96.43,50.0
"d960f132-911d-463b-8112-77f0020f4025","prolific","2022-01-17T06:51:51.055Z","2022-01-17T06:54:32.797Z","final",7,5,5,6,2,6,5,1,6,7,7,2,6,6,6,6,3,7,7,7,2,3,7,7,25,"female","us","United States of America",27,23,17,26,22,11,96.43,82.14,60.71,92.86,78.57,39.29
"04c7c99c-0259-46db-871a-fb477a662c0c","prolific","2022-01-17T06:52:40.434Z","2022-01-17T06:54:28.843Z","final",7,3,7,5,5,7,3,3,6,5,5,6,5,6,7,7,7,7,5,5,5,6,7,7,36,"male","nz","New Zealand",26,16,26,21,26,21,92.86,57.14,92.86,75.0,92.86,75.0
"7b2c5a84-a212-4351-ba04-aea89fd4632a","prolific","2022-01-17T06:53:01.769Z","2022-01-17T06:54:38.335Z","final",7,5,6,7,7,7,5,2,7,7,7,4,5,7,7,6,6,4,7,7,2,7,5,6,21,"female","ca","Canada",26,22,26,28,24,14,92.86,78.57,92.86,100.0,85.71,50.0
"130f759b-b785-42e5-8cb0-4f48b38f1d6f","prolific","2022-01-17T06:53:10.743Z","2022-01-17T06:53:49.290Z","final",7,6,7,7,7,6,7,2,6,7,4,1,5,6,7,6,4,6,7,6,5,7,6,5,22,"female","us","United States of America",26,24,24,24,25,14,92.86,85.71,85.71,85.71,89.29,50.0
"c63d6b96-3b7a-4253-ba30-6fc0aadb7579","prolific","2022-01-17T06:53:12.799Z","2022-01-17T06:54:28.368Z","final",7,3,5,6,6,6,5,5,7,7,7,5,4,6,6,7,7,3,6,7,2,6,7,2,37,"female","gb","United Kingdom of Great Britain and Northern Ireland",26,19,25,26,17,19,92.86,67.86,89.29,92.86,60.71,67.86
"d124a937-be37-4e73-bf9f-7c13967ff888","prolific","2022-01-17T06:53:18.482Z","2022-01-17T06:54:45.046Z","final",7,6,5,6,6,7,6,4,6,7,7,1,6,6,6,5,7,7,6,6,2,5,7,7,34,,"gb","United Kingdom of Great Britain and Northern Ireland",27,24,23,26,26,12,96.43,85.71,82.14,92.86,92.86,42.86
"bae686a5-cf63-437f-b78d-18764086ad63","prolific","2022-01-17T06:53:34.741Z","2022-01-17T06:54:50.998Z","final",6,5,5,4,6,5,6,2,6,6,6,2,6,6,6,4,5,6,6,6,2,4,6,6,32,,"gb","United Kingdom of Great Britain and Northern Ireland",23,23,20,22,24,10,82.14,82.14,71.43,78.57,85.71,35.71
"d8a8b776-7b7a-4d35-8950-d3343127f8fa","prolific","2022-01-17T06:53:52.629Z","2022-01-17T06:55:31.123Z","final",5,3,5,5,4,4,3,3,6,5,5,5,2,4,5,5,5,5,4,4,4,4,3,5,47,"male","gb","United Kingdom of Great Britain and Northern Ireland",16,12,20,19,19,17,57.14,42.86,71.43,67.86,67.86,60.71
"3b280385-7a14-4c6b-a8b5-aa71b5f123c7","prolific","2022-01-17T06:54:04.854Z","2022-01-17T06:55:38.862Z","final",7,5,5,6,4,5,6,3,5,5,5,3,5,6,7,6,7,6,7,7,3,6,7,6,28,"female","us","United States of America",26,23,23,22,23,15,92.86,82.14,82.14,78.57,82.14,53.57
"30b3939c-f24d-4c40-86ff-01c079470d49","prolific","2022-01-17T06:54:06.014Z","2022-01-17T06:56:30.425Z","final",6,5,6,7,5,5,5,2,6,6,6,3,5,6,6,4,5,6,6,5,2,4,6,6,43,"male","gb","United Kingdom of Great Britain and Northern Ireland",23,20,21,25,23,11,82.14,71.43,75.0,89.29,82.14,39.29
"505ded89-777a-459b-8b82-39620663867e","prolific","2022-01-17T06:54:11.335Z","2022-01-17T06:55:21.755Z","final",6,2,6,6,5,6,5,3,6,5,5,6,3,5,6,6,7,6,6,5,5,6,6,6,31,"female","nz","New Zealand",24,15,25,21,23,20,85.71,53.57,89.29,75.0,82.14,71.43
"b9b5bd23-3384-4af8-8d7d-2e09d6609722","prolific","2022-01-17T06:54:59.320Z","2022-01-17T06:58:54.630Z","final",7,7,6,7,5,7,7,1,6,7,7,2,7,7,7,5,7,5,7,7,1,6,7,6,45,,"nz","New Zealand",28,28,25,28,23,9,100.0,100.0,89.29,100.0,82.14,32.14
"71425085-5a69-4715-8786-dbad717bcce4","prolific","2022-01-17T06:55:00.107Z","2022-01-17T06:56:19.444Z","final",7,7,7,7,7,7,6,1,7,7,7,5,6,7,7,7,7,7,7,7,5,7,7,7,19,"female","gb","United Kingdom of Great Britain and Northern Ireland",28,26,28,28,28,18,100.0,92.86,100.0,100.0,100.0,64.29
"4810a254-4e6b-4d6d-92db-21c9b9178b62","prolific","2022-01-17T06:55:35.254Z","2022-01-17T06:57:24.006Z","final",7,6,5,6,6,6,6,2,3,5,4,3,6,5,6,2,6,6,6,7,2,5,7,6,33,"female","gb","United Kingdom of Great Britain and Northern Ireland",26,25,19,20,24,9,92.86,89.29,67.86,71.43,85.71,32.14
"8df7cc48-ad02-4078-ad06-fcafe023535e","prolific","2022-01-17T06:55:41.755Z","2022-01-17T07:00:13.829Z","final",7,4,5,6,5,6,4,2,5,7,6,2,5,7,7,5,4,6,6,5,2,7,7,6,32,"female","us","United States of America",26,18,21,26,24,11,92.86,64.29,75.0,92.86,85.71,39.29
"0e9819e7-5603-45ea-b858-b2b94d62f7fd","prolific","2022-01-17T06:55:43.669Z","2022-01-17T06:56:41.824Z","final",6,4,6,6,5,4,5,1,6,6,5,5,5,4,6,4,7,5,4,5,5,4,6,7,44,"female","gb","United Kingdom of Great Britain and Northern Ireland",20,19,23,21,23,15,71.43,67.86,82.14,75.0,82.14,53.57
"8c702990-7e11-4746-963f-762a33be3824","prolific","2022-01-17T06:55:59.141Z","2022-01-17T06:57:19.053Z","final",5,5,6,5,4,6,6,5,7,7,7,6,6,5,6,7,7,4,4,6,5,7,6,6,34,"male","gb","United Kingdom of Great Britain and Northern Ireland",21,23,27,24,20,23,75.0,82.14,96.43,85.71,71.43,82.14
"9ae3d8dd-e64f-4302-948b-38cd3d6dfb8f","prolific","2022-01-17T06:56:04.363Z","2022-01-17T06:57:49.923Z","final",7,6,5,6,6,6,6,5,6,7,6,1,7,7,7,5,6,7,6,7,4,7,7,7,56,"male","vn","Viet Nam",26,26,24,26,27,15,92.86,92.86,85.71,92.86,96.43,53.57
"9ea53b66-056e-4165-98ef-70387a35de69","prolific","2022-01-17T06:56:19.918Z","2022-01-17T06:57:34.867Z","final",7,1,7,7,5,5,6,6,7,7,7,7,2,4,5,4,7,6,6,5,5,4,4,7,43,,"gb","United Kingdom of Great Britain and Northern Ireland",22,14,25,25,23,22,78.57,50.0,89.29,89.29,82.14,78.57
"7556c6a2-ce33-4bc2-ba75-1bc53f5a3fde","prolific","2022-01-17T06:56:21.453Z","2022-01-17T06:57:33.669Z","final",7,5,4,5,6,7,5,3,3,3,4,1,6,6,6,4,5,4,6,6,1,3,6,5,48,,"gb","United Kingdom of Great Britain and Northern Ireland",26,22,15,18,21,9,92.86,78.57,53.57,64.29,75.0,32.14
"191fef4e-ffee-4b3c-94de-a7927f287bc6","prolific","2022-01-17T06:56:26.012Z","2022-01-17T06:57:44.055Z","final",7,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,5,6,7,7,2,5,6,6,23,"male","ca","Canada",26,26,22,24,23,20,92.86,92.86,78.57,85.71,82.14,71.43
"85d8f3d4-ea8c-4787-bc26-75e7125e1d20","prolific","2022-01-17T06:56:27.802Z","2022-01-17T06:57:34.588Z","final",7,1,6,5,7,6,2,1,6,5,5,2,2,7,7,5,6,2,6,5,3,2,6,6,42,"female","nz","New Zealand",25,10,20,22,22,11,89.29,35.71,71.43,78.57,78.57,39.29
"558e99eb-b0b2-48cf-b665-a6655419b8ac","prolific","2022-01-17T06:56:29.496Z","2022-01-17T06:57:50.713Z","final",7,5,5,6,4,7,3,1,4,6,5,3,5,6,5,5,5,5,6,5,3,6,5,5,54,,"gb","United Kingdom of Great Britain and Northern Ireland",25,18,20,23,19,12,89.29,64.29,71.43,82.14,67.86,42.86
"242227e9-6d43-4e85-ba6e-47c214b50ef8","prolific","2022-01-17T06:56:41.106Z","2022-01-17T06:58:01.698Z","final",7,4,5,5,6,5,5,3,6,5,5,2,4,6,5,4,6,5,5,5,2,5,6,4,,,,,23,18,22,21,20,11,82.14,64.29,78.57,75.0,71.43,39.29
"140fb8f5-75cc-4437-8049-8da677f5d854","prolific","2022-01-17T06:56:49.275Z","2022-01-17T06:58:27.181Z","final",6,6,6,6,6,6,6,4,6,6,6,4,6,6,6,6,7,5,5,6,5,5,5,6,59,"female","au","Australia",22,24,24,24,23,19,78.57,85.71,85.71,85.71,82.14,67.86
"6507fba9-1a6d-485a-bfe8-9acb226a8480","prolific","2022-01-17T06:56:51.185Z","2022-01-17T06:58:11.227Z","final",7,5,6,7,6,6,5,4,7,7,7,7,5,6,5,7,7,7,5,4,6,7,7,7,43,,"gb","United Kingdom of Great Britain and Northern Ireland",25,19,27,27,25,24,89.29,67.86,96.43,96.43,89.29,85.71
"4a0a50b3-11fd-478b-85c7-f817e4254c36","prolific","2022-01-17T06:56:51.288Z","2022-01-17T06:57:39.432Z","final",6,1,4,5,2,7,1,1,4,3,3,2,1,5,5,5,6,4,5,2,2,2,5,4,26,"female","us","United States of America",23,5,16,16,15,10,82.14,17.86,57.14,57.14,53.57,35.71
"85a242be-9665-4c4d-8d3d-11496942ec31","prolific","2022-01-17T06:57:09.502Z","2022-01-17T06:58:28.379Z","final",7,6,6,7,6,7,6,1,7,6,6,2,6,6,7,6,7,7,7,6,1,7,7,1,39,,"gb","United Kingdom of Great Britain and Northern Ireland",28,24,27,25,21,10,100.0,85.71,96.43,89.29,75.0,35.71
"50231369-987b-41ad-b01a-c08ab220024f","prolific","2022-01-17T06:57:18.096Z","2022-01-17T06:58:48.515Z","final",7,5,6,6,5,7,6,1,6,6,6,2,6,7,7,6,7,7,6,5,3,5,5,6,30,"female","us","United States of America",25,22,24,25,25,12,89.29,78.57,85.71,89.29,89.29,42.86
"e1e11094-62e1-4c99-995e-5c09ecb59dbb","prolific","2022-01-17T06:57:18.542Z","2022-01-17T06:58:26.944Z","final",7,1,3,6,6,3,4,1,6,5,6,7,1,5,6,7,7,5,1,5,6,4,6,6,31,"female","ca","Canada",17,11,20,22,23,21,60.71,39.29,71.43,78.57,82.14,75.0
"ad821dcc-9522-4e15-9d78-c9a487a9b55d","prolific","2022-01-17T06:57:28.530Z","2022-01-17T06:59:08.386Z","final",7,7,7,7,7,7,7,3,6,7,7,4,7,7,7,7,5,5,5,7,3,7,7,7,23,"other","gb","United Kingdom of Great Britain and Northern Ireland",26,28,25,28,26,17,92.86,100.0,89.29,100.0,92.86,60.71
"874647cb-3c32-4faa-bef2-f2d00bca262a","prolific","2022-01-17T06:57:45.577Z","2022-01-17T06:58:40.964Z","final",6,3,7,7,7,7,5,3,6,7,7,3,5,7,7,6,7,7,6,2,3,3,5,7,21,,"ca","Canada",24,15,23,28,28,15,85.71,53.57,82.14,100.0,100.0,53.57
"f44405c6-de49-47a2-bdcd-b0b151429df9","prolific","2022-01-17T06:57:49.870Z","2022-01-17T06:59:05.736Z","final",7,6,6,6,5,5,6,5,7,7,6,4,6,7,6,4,6,6,5,5,4,5,7,5,19,"female","us","United States of America",24,23,24,26,22,17,85.71,82.14,85.71,92.86,78.57,60.71
"b53cb2df-ea6c-496f-ba8b-6554139ea1d8","prolific","2022-01-17T06:58:08.124Z","2022-01-17T06:59:13.030Z","final",7,6,7,7,6,7,6,4,7,7,6,4,6,7,7,7,7,7,7,7,7,7,7,7,26,,"au","Australia",28,25,28,27,27,22,100.0,89.29,100.0,96.43,96.43,78.57
"3f1a276f-800a-45b9-bd7b-ac99af526ff6","prolific","2022-01-17T06:58:10.390Z","2022-01-17T06:59:16.930Z","final",7,5,5,6,5,7,5,1,7,7,7,2,5,7,6,5,7,7,7,5,2,7,7,7,58,"female","us","United States of America",28,20,26,27,25,10,100.0,71.43,92.86,96.43,89.29,35.71
"08d94b46-bf7b-4cef-9144-288b560e4132","prolific","2022-01-17T06:58:15.196Z","2022-01-17T06:59:31.917Z","final",5,6,5,5,6,5,5,2,3,5,6,2,6,5,6,5,6,4,5,6,3,5,6,6,26,"female","gb","United Kingdom of Great Britain and Northern Ireland",21,23,19,21,22,12,75.0,82.14,67.86,75.0,78.57,42.86
"2eb0d73a-9f46-44dc-9530-90fd2676b625","prolific","2022-01-17T06:58:38.614Z","2022-01-17T06:59:29.361Z","final",7,5,6,5,5,6,6,3,5,6,5,2,6,6,7,5,5,5,5,6,1,6,7,6,24,"male","ca","Canada",25,23,22,22,23,11,89.29,82.14,78.57,78.57,82.14,39.29
"1d30c738-2031-4507-b05c-3d9ff796c368","prolific","2022-01-17T06:58:43.092Z","2022-01-17T07:00:14.359Z","final",6,5,6,7,4,7,5,3,7,6,6,4,5,6,5,7,6,4,7,4,5,6,7,7,34,"male","gb","United Kingdom of Great Britain and Northern Ireland",27,19,25,25,20,19,96.43,67.86,89.29,89.29,71.43,67.86
"0a82e937-3683-4f10-b909-50f1ab4eb179","prolific","2022-01-17T06:58:52.382Z","2022-01-17T07:00:38.300Z","final",7,6,5,6,5,5,7,2,7,6,6,1,7,6,5,3,6,5,7,7,1,6,7,7,21,"female","us","United States of America",26,27,24,24,22,7,92.86,96.43,85.71,85.71,78.57,25.0
"64b09c50-5787-4436-83a7-2a0364040fe9","prolific","2022-01-17T06:59:22.171Z","2022-01-17T07:00:26.365Z","final",6,4,6,5,7,6,2,3,5,3,3,2,2,6,6,3,6,7,2,2,3,6,6,6,41,"female","us","United States of America",20,10,23,17,26,11,71.43,35.71,82.14,60.71,92.86,39.29
"0ae5b09b-d18c-4bdb-9ac5-8aecba1137f0","prolific","2022-01-17T06:59:30.278Z","2022-01-17T07:01:10.344Z","final",7,5,6,6,7,6,5,3,7,7,6,5,5,6,7,6,6,6,7,6,5,6,7,7,21,"female","ca","Canada",27,21,25,25,27,19,96.43,75.0,89.29,89.29,96.43,67.86
"49eb9b26-58dc-48ca-8e4d-d2489ad4ae31","prolific","2022-01-17T06:59:37.153Z","2022-01-17T07:02:18.848Z","final",7,6,6,6,7,7,7,2,5,7,7,2,6,7,7,7,6,7,7,4,1,4,6,7,51,"female","gb","United Kingdom of Great Britain and Northern Ireland",27,23,21,27,28,12,96.43,82.14,75.0,96.43,100.0,42.86
"418578ee-da60-4f2e-9e8a-329ccb22133a","prolific","2022-01-17T06:59:41.024Z","2022-01-17T07:02:15.454Z","final",6,3,6,6,7,6,5,1,7,7,6,4,2,6,6,5,7,4,6,5,2,6,6,6,53,"female","gb","United Kingdom of Great Britain and Northern Ireland",24,15,26,25,23,12,85.71,53.57,92.86,89.29,82.14,42.86
"81c3a4b9-d4af-4c58-bdcc-ab2969683de5","prolific","2022-01-17T06:59:52.917Z","2022-01-17T07:02:10.027Z","final",7,6,6,7,6,7,6,5,7,7,7,2,6,7,7,2,7,7,6,6,1,5,7,7,24,"male","ca","Canada",27,24,25,28,27,10,96.43,85.71,89.29,100.0,96.43,35.71
